optimization_stamp,window_index,frame_stamp,jacobian_count,covariance_radius,alpha_weight,constraint_count,mean_beta_weight,mean_hybrid_weight,reference_radius,feature_source
1403638533.3778296,4,1403638530.4778295,63,0.00032697149056444709,1.4947163005951225,63,2.3253968253968256,1.8609342935880613,0.00048872961677656334,0
1403638533.3778296,5,1403638530.6778295,53,0.00033694438558302329,1.4504756205713363,53,2.0886792452830201,1.761297321143322,0.00048872961677656334,0
1403638533.3778296,6,1403638530.7778294,49,0.00033988320156514898,1.4379340153499272,49,1.8510204081632653,1.6521622386109425,0.00048872961677656334,0
1403638533.3778296,7,1403638530.9778295,58,0.00029340741581853892,1.6657030137194064,58,2.0229885057471257,1.7397201508667892,0.00048872961677656334,0
1403638533.3778296,8,1403638531.2778294,105,0.00020920379699025223,2.3361412355213393,105,2.6771428571428575,2.2938186977034998,0.00048872961677656334,0
1403638533.3778296,9,1403638533.2778294,98,0.0002180581870726935,2.2412807486729989,98,1.6384353741496596,1.8159084347594616,0.00048872961677656334,0
1403638533.3778296,10,1403638533.3778296,98,0.00021777912258754532,2.2441527496746079,98,1.2269679300291527,1.5809228078573443,0.00048872961677656334,0
1403638533.3778296,0,1403638530.0778294,0,-1,1,0,1,1,0.00048872961677656334,1
1403638533.3778296,1,1403638530.1778295,83,0.00032466585426691049,1.5053311284616173,83,3.5783132530120483,2.3070963608629058,0.00048872961677656334,1
1403638533.3778296,2,1403638530.2778294,87,0.00030354535111606212,1.6100711639286318,87,3.1609195402298851,2.1961666481471913,0.00048872961677656334,1
1403638533.3778296,3,1403638530.3778296,79,0.00030395835700568912,1.6078834666401882,79,2.7109704641350216,2.0430247912969635,0.00048872961677656334,1
1403638533.3778296,4,1403638530.4778295,80,0.00029244388555471162,1.6711910931204261,80,2.1937500000000001,1.8522395333372987,0.00048872961677656334,1
1403638533.3778296,5,1403638530.6778295,68,0.00030476975694497267,1.6036027382625282,68,2.2345588235294125,1.8609394439792823,0.00048872961677656334,1
1403638533.3778296,6,1403638530.7778294,74,0.00027971123429531696,1.7472648819695471,74,2.381756756756757,1.9579109286201792,0.00048872961677656334,1
1403638533.3778296,7,1403638530.9778295,67,0.00028684016839459532,1.7038395267717046,67,2.0863894811655999,1.8429926593507866,0.00048872961677656334,1
1403638533.3778296,8,1403638531.2778294,84,0.00024272970802559176,2.0134726018993732,84,2.1906604308390021,1.9617757906982134,0.00048872961677656334,1
1403638533.3778296,9,1403638533.2778294,76,0.00025215138690708872,1.9382388602789942,76,1.5084377610693398,1.6534163147488399,0.00048872961677656334,1
1403638533.3778296,10,1403638533.3778296,76,0.00025183683460957581,1.9406597828877727,76,1.1912228487886378,1.4782089339412021,0.00048872961677656334,1
1403638533.4778295,0,1403638530.0778294,0,-1,1,0,1,1,0.00047946099658306143,0
1403638533.4778295,1,1403638530.1778295,87,0.00030335721290652545,1.5805162237259855,87,3.5402298850574714,2.3472372725920398,0.00047946099658306143,0
1403638533.4778295,2,1403638530.2778294,74,0.00032277346878189605,1.4854411621639263,74,3.3378378378378377,2.2366172294325248,0.00047946099658306143,0
1403638533.4778295,3,1403638530.3778296,67,0.00033078790009200313,1.449451435344846,67,2.9577114427860685,2.07985003874066,0.00047946099658306143,0
1403638533.4778295,4,1403638530.4778295,63,0.0003269748301044111,1.4663544482306412,63,2.3253968253968256,1.8431961505712375,0.00047946099658306143,0
1403638533.4778295,5,1403638530.6778295,53,0.00033694852729043912,1.4229502661389613,53,2.0886792452830201,1.7445081455962557,0.00047946099658306143,0
1403638533.4778295,6,1403638530.7778294,49,0.00033988791059773299,1.4106444555202704,49,1.8510204081632653,1.6364126283641351,0.00047946099658306143,0
1403638533.4778295,7,1403638530.9778295,58,0.00029341499229783953,1.6340712273365037,58,2.0229885057471257,1.7231302617816229,0.00047946099658306143,0
1403638533.4778295,8,1403638531.2778294,105,0.00020919933291747939,2.2918858769601775,105,2.6771428571428575,2.2719775547599563,0.00047946099658306143,0
1403638533.4778295,9,1403638533.3778296,98,0.00021805076872452115,2.198850292469265,98,1.6384353741496596,1.7986219149469891,0.00047946099658306143,0
1403638533.4778295,10,1403638533.4778295,98,0.00021782009994984102,2.2011788475603047,98,1.2269679300291527,1.5658318875159116,0.00047946099658306143,0
1403638533.4778295,0,1403638530.0778294,0,-1,1,0,1,1,0.00047946099658306143,1
1403638533.4778295,1,1403638530.1778295,83,0.00032466697235456339,1.4767778598047543,83,3.5783132530120483,2.285110991419522,0.00047946099658306143,1
1403638533.4778295,2,1403638530.2778294,87,0.00030354764344910366,1.5795246872455244,87,3.1609195402298851,2.1752356636097834,0.00047946099658306143,1
1403638533.4778295,3,1403638530.3778296,79,0.00030396063113789085,1.5773786058680586,79,2.7109704641350216,2.023552747386669,0.00047946099658306143,1
1403638533.4778295,4,1403638530.4778295,80,0.00029244584670440506,1.6394864279528829,80,2.1937500000000001,1.8345858554912529,0.00047946099658306143,1
1403638533.4778295,5,1403638530.6778295,68,0.0003047711643026146,1.5731835972086687,68,2.2345588235294125,1.8432035759102994,0.00047946099658306143,1
1403638533.4778295,6,1403638530.7778294,74,0.0002797133300246283,1.7141156502653832,74,2.381756756756757,1.9392499711954876,0.00047946099658306143,1
1403638533.4778295,7,1403638530.9778295,67,0.00028684337246291192,1.6715080166094982,67,2.0863894811655999,1.8254255569669096,0.00047946099658306143,1
1403638533.4778295,8,1403638531.2778294,84,0.00024274102134816031,1.9751955970201538,84,2.1906604308390021,1.9430561689896784,0.00047946099658306143,1
1403638533.4778295,9,1403638533.3778296,76,0.00025216271497735548,1.9013952821142397,76,1.5084377610693398,1.6376387880551249,0.00047946099658306143,1
1403638533.4778295,10,1403638533.4778295,76,0.00025189097790511729,1.9034464853428199,76,1.1912228487886378,1.4640768810006706,0.00047946099658306143,1
1403638533.5778294,0,1403638530.0778294,0,-1,1,0,1,1,0.00047065582004824507,0
1403638533.5778294,1,1403638530.1778295,87,0.00030335746588673536,1.551489160395261,87,3.5402298850574714,2.3255832278656383,0.00047065582004824507,0
1403638533.5778294,2,1403638530.2778294,74,0.00032277453908290777,1.4581565862831347,74,3.3378378378378377,2.2159822905347308,0.00047065582004824507,0
1403638533.5778294,3,1403638530.3778296,67,0.00033078915147671594,1.4228272539989095,67,2.9577114427860685,2.0606608701171067,0.00047065582004824507,0
1403638533.5778294,4,1403638530.4778295,63,0.00032697594113136855,1.4394203390614311,63,2.3253968253968256,1.8261902334473956,0.00047065582004824507,0
1403638533.5778294,5,1403638530.6778295,53,0.00033695045706649466,1.396810154661297,53,2.0886792452830201,1.7284122079714876,0.00047065582004824507,0
1403638533.5778294,6,1403638530.7778294,49,0.00033989046236738898,1.3847279407902635,49,1.8510204081632653,1.6213134126366358,0.00047065582004824507,0
1403638533.5778294,7,1403638530.9778295,58,0.00029342014863836872,1.6040337455772808,58,2.0229885057471257,1.7072261978677461,0.00047065582004824507,0
1403638533.5778294,8,1403638531.2778294,105,0.00020922154968585596,2.2495570879526032,105,2.6771428571428575,2.2509274654944726,0.00047065582004824507,0
1403638533.5778294,9,1403638533.4778295,98,0.00021808135091669622,2.1581662901016627,98,1.6384353741496596,1.7819471702131364,0.00047065582004824507,0
1403638533.5778294,10,1403638533.5778294,98,0.00021788963696920492,2.1600651898592336,98,1.2269679300291527,1.5512760205315517,0.00047065582004824507,0
1403638533.5778294,0,1403638530.0778294,0,-1,1,0,1,1,0.00047065582004824507,1
1403638533.5778294,1,1403638530.1778295,83,0.00032466671877977657,1.4496583506223002,83,3.5783132530120483,2.264031910471219,0.00047065582004824507,1
1403638533.5778294,2,1403638530.2778294,87,0.0003035483800495816,1.550513364529793,87,3.1609195402298851,2.1551680310331816,0.00047065582004824507,1
1403638533.5778294,3,1403638530.3778296,79,0.00030396193578006726,1.5484038119456831,79,2.7109704641350216,2.0048831772729159,0.00047065582004824507,1
1403638533.5778294,4,1403638530.4778295,80,0.00029244672109279623,1.6093728741068749,80,2.1937500000000001,1.8176596129544191,0.00047065582004824507,1
1403638533.5778294,5,1403638530.6778295,68,0.00030477227509098355,1.5442868610924021,68,2.2345588235294125,1.8261974749851471,0.00047065582004824507,1
1403638533.5778294,6,1403638530.7778294,74,0.00027971433873851876,1.6826302940737741,74,2.381756756756757,1.9213574492151728,0.00047065582004824507,1
1403638533.5778294,7,1403638530.9778295,67,0.00028684431300978136,1.6408058263724259,67,2.0863894811655999,1.8085832722217436,0.00047065582004824507,1
1403638533.5778294,8,1403638531.2778294,84,0.00024275262049488843,1.9388289983800835,84,2.1906604308390021,1.9251050261970608,0.00047065582004824507,1
1403638533.5778294,9,1403638533.4778295,76,0.00025218358622407211,1.866322178597517,76,1.5084377610693398,1.6225004374400158,0.00047065582004824507,1
1403638533.5778294,10,1403638533.5778294,76,0.00025198488517127923,1.8677938548906645,76,1.1912228487886378,1.4504955274031601,0.00047065582004824507,1
1403638533.6778295,0,1403638530.0778294,0,-1,1,0,1,1,0.00046229019620175284,0
1403638533.6778295,1,1403638530.1778295,87,0.00030334334311840096,1.5239833234821036,87,3.5402298850574714,2.3048762938700325,0.00046229019620175284,0
1403638533.6778295,2,1403638530.2778294,74,0.00032275990943592435,1.4323036495135981,74,3.3378378378378377,2.196250552310278,0.00046229019620175284,0
1403638533.6778295,3,1403638530.3778296,67,0.00033077308441464685,1.3976052405226547,67,2.9577114427860685,2.0423130765286532,0.00046229019620175284,0
1403638533.6778295,4,1403638530.4778295,63,0.00032695927541872449,1.4139075749104077,63,2.3253968253968256,1.8099311152356334,0.00046229019620175284,0
1403638533.6778295,5,1403638530.6778295,53,0.00033693206674087906,1.3720575802518722,53,2.0886792452830201,1.713024876889411,0.00046229019620175284,0
1403638533.6778295,6,1403638530.7778294,49,0.00033987156350844309,1.3601908657188044,49,1.8510204081632653,1.6068804922459654,0.00046229019620175284,0
1403638533.6778295,7,1403638530.9778295,58,0.00029339752354786162,1.5756445065097489,58,2.0229885057471257,1.6920377828252882,0.00046229019620175284,0
1403638533.6778295,8,1403638531.2778294,105,0.00020920349475191506,2.209763258257047,105,2.6771428571428575,2.2309216076367977,0.00046229019620175284,0
1403638533.6778295,9,1403638533.5778294,98,0.00021807074763383809,2.1199092552201586,98,1.6384353741496596,1.7660971128224638,0.00046229019620175284,0
1403638533.6778295,10,1403638533.6778295,98,0.00021788503416312469,2.1217161517190233,98,1.2269679300291527,1.5374688472915161,0.00046229019620175284,0
1403638533.6778295,0,1403638530.0778294,0,-1,1,0,1,1,0.00046229019620175284,1
1403638533.6778295,1,1403638530.1778295,83,0.00032465347604074751,1.4239496272749916,83,3.5783132530120483,2.2438665583085049,0.00046229019620175284,1
1403638533.6778295,2,1403638530.2778294,87,0.00030353711133194691,1.5230104621249894,87,3.1609195402298851,2.1359699325745574,0.00046229019620175284,1
1403638533.6778295,3,1403638530.3778296,79,0.00030394922713475233,1.5209454571068934,79,2.7109704641350216,1.9870252280732261,0.00046229019620175284,1
1403638533.6778295,4,1403638530.4778295,80,0.00029243492121550009,1.5808310248319613,80,2.1937500000000001,1.8014693803155335,0.00046229019620175284,1
1403638533.6778295,5,1403638530.6778295,68,0.00030476137333946277,1.516892351337531,68,2.2345588235294125,1.8099296115270984,0.00046229019620175284,1
1403638533.6778295,6,1403638530.7778294,74,0.00027970782955697495,1.6527610147129859,74,2.381756756756757,1.9042346433575565,0.00046229019620175284,1
1403638533.6778295,7,1403638530.9778295,67,0.00028683554946191313,1.6116907303469965,67,2.0863894811655999,1.7924663150567699,0.00046229019620175284,1
1403638533.6778295,8,1403638531.2778294,84,0.00024273640153266171,1.90449472465937,84,2.1906604308390021,1.9079684333960321,0.00046229019620175284,1
1403638533.6778295,9,1403638533.5778294,76,0.00025217542200529187,1.8332087739781862,76,1.5084377610693398,1.6080505653672925,0.00046229019620175284,1
1403638533.6778295,10,1403638533.6778295,76,0.00025198215452169523,1.8346148245269902,76,1.1912228487886378,1.4375724237284633,0.00046229019620175284,1
1403638533.7778294,0,1403638530.0778294,0,-1,1,0,1,1,0.00045434263546881699,0
1403638533.7778294,1,1403638530.1778295,87,0.00030333898154303663,1.497804974348002,87,3.5402298850574714,2.2849944422486113,0.00045434263546881699,0
1403638533.7778294,2,1403638530.2778294,74,0.00032275594518071569,1.4076971849873254,74,3.3378378378378377,2.1773045434466058,0.00045434263546881699,0
1403638533.7778294,3,1403638530.3778296,67,0.00033076919483791627,1.3735941634209747,67,2.9577114427860685,2.0246945067623563,0.00045434263546881699,0
1403638533.7778294,4,1403638530.4778295,63,0.00032695554253197532,1.3896159457960056,63,2.3253968253968256,1.7943169310630103,0.00045434263546881699,0
1403638533.7778294,5,1403638530.6778295,53,0.00033692826401930486,1.3484847784773102,53,2.0886792452830201,1.6982464884246029,0.00045434263546881699,0
1403638533.7778294,6,1403638530.7778294,49,0.00033986706241813033,1.336824557920385,49,1.8510204081632653,1.5930179916243978,0.00045434263546881699,0
1403638533.7778294,7,1403638530.9778295,58,0.00029337904365677418,1.5486540204294723,58,2.0229885057471257,1.6774583093549373,0.00045434263546881699,0
1403638533.7778294,8,1403638531.2778294,105,0.00020917040957681306,2.1721171574317255,105,2.6771428571428575,2.2117997037666273,0.00045434263546881699,0
1403638533.7778294,9,1403638533.6778295,98,0.00021803789981770315,2.0837782598744679,98,1.6384353741496596,1.7509558704431925,0.00045434263546881699,0
1403638533.7778294,10,1403638533.7778294,98,0.00021789166782559734,2.0851767302661495,98,1.2269679300291527,1.5242541619343823,0.00045434263546881699,0
1403638533.7778294,0,1403638530.0778294,0,-1,1,0,1,1,0.00045434263546881699,1
1403638533.7778294,1,1403638530.1778295,83,0.00032464876059445691,1.399489819819058,83,3.5783132530120483,2.2245111389886345,0.00045434263546881699,1
1403638533.7778294,2,1403638530.2778294,87,0.00030353342765720808,1.4968454676495253,87,3.1609195402298851,2.1175436845029609,0.00045434263546881699,1
1403638533.7778294,3,1403638530.3778296,79,0.00030394594129795312,1.4948139577999251,79,2.7109704641350216,1.9698829569701326,0.00045434263546881699,1
1403638533.7778294,4,1403638530.4778295,80,0.00029243163901143194,1.553671268282484,80,2.1937500000000001,1.7859276616162376,0.00045434263546881699,1
1403638533.7778294,5,1403638530.6778295,68,0.00030475636644023248,1.4908388650772313,68,2.2345588235294125,1.7943165845346749,0.00045434263546881699,1
1403638533.7778294,6,1403638530.7778294,74,0.00027970318382399142,1.6243742000259846,74,2.381756756756757,1.8878094112976784,0.00045434263546881699,1
1403638533.7778294,7,1403638530.9778295,67,0.00028682849511537154,1.5840219615769553,67,2.0863894811655999,1.7770080775748323,0.00045434263546881699,1
1403638533.7778294,8,1403638531.2778294,84,0.00024271700553221234,1.8719027720063011,84,2.1906604308390021,1.8915456849428707,0.00045434263546881699,1
1403638533.7778294,9,1403638533.6778295,76,0.00025215710935814302,1.8018236195097972,76,1.5084377610693398,1.5942087867675483,0.00045434263546881699,1
1403638533.7778294,10,1403638533.7778294,76,0.00025199857361957873,1.8029571713159784,76,1.1912228487886378,1.4251794074102779,0.00045434263546881699,1
1403638533.8778296,0,1403638530.0778294,0,-1,1,0,1,1,0.00044679212987702092,0
1403638533.8778296,1,1403638530.1778295,87,0.00030333252363289607,1.4729450193008147,87,3.5402298850574714,2.265952396501302,0.00044679212987702092,0
1403638533.8778296,2,1403638530.2778294,74,0.00032274963269993557,1.3843304053963377,74,3.3378378378378377,2.1591589814182726,0.00044679212987702092,0
1403638533.8778296,3,1403638530.3778296,67,0.00033076228052041708,1.3507952877034346,67,2.9577114427860685,2.0078209745018119,0.00044679212987702092,0
1403638533.8778296,4,1403638530.4778295,63,0.00032694811529651629,1.3665536180620448,63,2.3253968253968256,1.7793638382804087,0.00044679212987702092,0
1403638533.8778296,5,1403638530.6778295,53,0.00033691964478795098,1.3261088713251523,53,2.0886792452830201,1.6840948227312167,0.00044679212987702092,0
1403638533.8778296,6,1403638530.7778294,49,0.00033985914289992863,1.3146391356862177,49,1.8510204081632653,1.5797433641198564,0.00044679212987702092,0
1403638533.8778296,7,1403638530.9778295,58,0.00029336785881422053,1.5229757332072242,58,2.0229885057471257,1.6634854981419753,0.00044679212987702092,0
1403638533.8778296,8,1403638531.2778294,105,0.00020916762344906509,2.1360482206072411,105,2.667619047619048,2.1896330636838179,0.00044679212987702092,0
1403638533.8778296,9,1403638533.7778294,98,0.00021803669104199,2.0491602938102593,98,1.6333333333333331,1.7335610870230569,0.00044679212987702092,0
1403638533.8778296,10,1403638533.8778296,97,0.00021838468184938632,2.0458950055167362,97,1.2258713794796252,1.5095427487321336,0.00044679212987702092,0
1403638533.8778296,0,1403638530.0778294,0,-1,1,0,1,1,0.00044679212987702092,1
1403638533.8778296,1,1403638530.1778295,83,0.0003246420952600371,1.3762606156146882,83,3.5783132530120483,2.2059722953877658,0.00044679212987702092,1
1403638533.8778296,2,1403638530.2778294,87,0.00030352776322544969,1.4719975699394574,87,3.1609195402298851,2.0998951039906517,0.00044679212987702092,1
1403638533.8778296,3,1403638530.3778296,79,0.00030393979389542903,1.47000208215822,79,2.7109704641350216,1.9534654181502777,0.00044679212987702092,1
1403638533.8778296,4,1403638530.4778295,80,0.00029242493721278151,1.5278865548731055,80,2.1937500000000001,1.7710443147897852,0.00044679212987702092,1
1403638533.8778296,5,1403638530.6778295,68,0.00030474875616535887,1.4660999293286312,68,2.2345588235294125,1.7793646521619728,0.00044679212987702092,1
1403638533.8778296,6,1403638530.7778294,74,0.00027969754475487693,1.5974116979417299,74,2.381756756756757,1.8720771748060756,0.00044679212987702092,1
1403638533.8778296,7,1403638530.9778295,67,0.00028682312538313222,1.5577270113077721,67,2.0863894811655999,1.7621985001642984,0.00044679212987702092,1
1403638533.8778296,8,1403638531.2778294,84,0.00024271380398746252,1.8408187854865483,84,2.1906604308390021,1.8757779560340573,0.00044679212987702092,1
1403638533.8778296,9,1403638533.7778294,76,0.00025215652453291452,1.7718840736111916,76,1.5084377610693398,1.5809170977967171,0.00044679212987702092,1
1403638533.8778296,10,1403638533.8778296,76,0.0002519291894808252,1.7734829806651964,76,1.1912228487886378,1.41333505795542,0.00044679212987702092,1
1403638533.9778295,0,1403638530.0778294,0,-1,1,0,1,1,0.00043961852957175843,0
1403638533.9778295,1,1403638530.1778295,87,0.00030332012377177147,1.4493549722488659,87,3.5402298850574714,2.2477339029889061,0.00043961852957175843,0
1403638533.9778295,2,1403638530.2778294,74,0.0003227338211560318,1.36217062096884,74,3.3378378378378377,2.1418035431598232,0.00043961852957175843,0
1403638533.9778295,3,1403638530.3778296,67,0.00033074374478942538,1.329181689744882,67,2.9477611940298503,1.9885604640183547,0.00043961852957175843,0
1403638533.9778295,4,1403638530.4778295,63,0.0003269255379246749,1.3447053795872272,63,2.3174603174603177,1.7622001176513185,0.00043961852957175843,0
1403638533.9778295,5,1403638530.6778295,53,0.00033689601130586634,1.3049086804789469,53,2.0811320754716993,1.6675328666875782,0.00043961852957175843,0
1403638533.9778295,6,1403638530.7778294,49,0.00033983636895844414,1.2936182519814878,49,1.8442176870748301,1.5640710775972098,0.00043961852957175843,0
1403638533.9778295,7,1403638530.9778295,58,0.00029331676796970401,1.4987841732156464,58,2.0180623973727418,1.6478117381224564,0.00043961852957175843,0
1403638533.9778295,8,1403638531.2778294,105,0.00020923890101945389,2.1010363150917386,105,2.5985714285714288,2.1438969526699809,0.00043961852957175843,0
1403638533.9778295,9,1403638533.8778296,97,0.00021868054007718936,2.0103230466532729,97,1.6014891179839632,1.7000849856694198,0.00043961852957175843,0
1403638533.9778295,10,1403638533.9778295,89,0.00023249357062693645,1.8908846742999985,89,1.2214553237025134,1.4794981147777229,0.00043961852957175843,0
1403638533.9778295,0,1403638530.0778294,0,-1,1,0,1,1,0.00043961852957175843,1
1403638533.9778295,1,1403638530.1778295,83,0.0003246448015609396,1.3541523765605004,83,3.5783132530120483,2.1881822008743885,0.00043961852957175843,1
1403638533.9778295,2,1403638530.2778294,87,0.00030353317700207737,1.4483376542681847,87,3.1609195402298851,2.0829544590437101,0.00043961852957175843,1
1403638533.9778295,3,1403638530.3778296,79,0.00030394905219388065,1.446355981039013,79,2.7109704641350216,1.93769946553601,0.00043961852957175843,1
1403638533.9778295,4,1403638530.4778295,80,0.00029243655121791298,1.503295425078963,80,2.1937500000000001,1.7567446921036958,0.00043961852957175843,1
1403638533.9778295,5,1403638530.6778295,68,0.00030476881484364711,1.4424655941169442,68,2.2345588235294125,1.7649851019497267,0.00043961852957175843,1
1403638533.9778295,6,1403638530.7778294,74,0.00027971398612051528,1.5716716052315953,74,2.3750000000000004,1.8546394641868686,0.00043961852957175843,1
1403638533.9778295,7,1403638530.9778295,67,0.00028684166726838803,1.5326173974592829,67,2.0814143567874908,1.7458657568180886,0.00043961852957175843,1
1403638533.9778295,8,1403638531.2778294,84,0.00024277385995025421,1.8108149273642511,84,2.1876842403628118,1.8590379433293904,0.00043961852957175843,1
1403638533.9778295,9,1403638533.8778296,76,0.00025223782319479943,1.7428731504404387,76,1.5058061821219717,1.5665600346937787,0.00043961852957175843,1
1403638533.9778295,10,1403638533.9778295,75,0.00025356833798734636,1.7337280082409043,75,1.191550264550264,1.4011665798463029,0.00043961852957175843,1
1403638534.0778294,0,1403638530.0778294,0,-1,1,0,1,1,0.00043280167278046189,0
1403638534.0778294,1,1403638530.1778295,87,0.00030328139374582769,1.4270630566383569,87,3.5402298850574714,2.2303811987076969,0.00043280167278046189,0
1403638534.0778294,2,1403638530.2778294,74,0.00032268695073689409,1.3412431825709337,74,3.3378378378378377,2.1252781277497523,0.00043280167278046189,0
1403638534.0778294,3,1403638530.3778296,67,0.0003306896420558222,1.3087850895172659,67,2.9378109452736312,1.9699657990243127,0.00043280167278046189,0
1403638534.0778294,4,1403638530.4778295,63,0.00032686551938093368,1.3240970586318366,63,2.3095238095238093,1.7456268642866275,0.00043280167278046189,0
1403638534.0778294,5,1403638530.6778295,53,0.00033682600337770131,1.284941389442364,53,2.0735849056603786,1.6515248400282598,0.00043280167278046189,0
1403638534.0778294,6,1403638530.7778294,49,0.00033976644321379344,1.2738211245544555,49,1.8374149659863948,1.54891778381462,0.00043280167278046189,0
1403638534.0778294,7,1403638530.9778295,58,0.00029325286240647488,1.4758651261877873,58,2.0131362889983575,1.6326873568995266,0.00043280167278046189,0
1403638534.0778294,8,1403638531.2778294,105,0.0002094110156655252,2.0667569535680017,105,2.52,2.0918556581468333,0.00043280167278046189,0
1403638534.0778294,9,1403638533.9778295,89,0.0002328576481655289,1.8586534571233024,89,1.6081148564294629,1.6675562403522608,0.00043280167278046189,0
1403638534.0778294,10,1403638534.0778294,87,0.00023704445453245093,1.8258249223088752,87,1.2188834154351382,1.450120793148947,0.00043280167278046189,0
1403638534.0778294,0,1403638530.0778294,0,-1,1,0,1,1,0.00043280167278046189,1
1403638534.0778294,1,1403638530.1778295,83,0.00032462823108036115,1.3332225337891903,83,3.5783132530120483,2.1712060258265731,0.00043280167278046189,1
1403638534.0778294,2,1403638530.2778294,87,0.00030352068914247604,1.4259379616039942,87,3.1609195402298851,2.0667884367446767,0.00043280167278046189,1
1403638534.0778294,3,1403638530.3778296,79,0.00030393581093914973,1.423990386138184,79,2.7109704641350216,1.9226603130859243,0.00043280167278046189,1
1403638534.0778294,4,1403638530.4778295,80,0.00029242955087819823,1.4800203039696593,80,2.1937500000000001,1.7431031889976001,0.00043280167278046189,1
1403638534.0778294,5,1403638530.6778295,68,0.00030479412352731202,1.4199803715758954,68,2.2345588235294125,1.7512384147034399,0.00043280167278046189,1
1403638534.0778294,6,1403638530.7778294,74,0.00027977224933816965,1.5469785649016272,74,2.3682432432432434,1.8376203704536866,0.00043280167278046189,1
1403638534.0778294,7,1403638530.9778295,67,0.00028691663972583845,1.5084579032921306,67,2.0764392324093812,1.7298995986736709,0.00043280167278046189,1
1403638534.0778294,8,1403638531.2778294,84,0.00024290432121808827,1.7817783998658341,84,2.1847080498866212,1.8426530791205482,0.00043280167278046189,1
1403638534.0778294,9,1403638533.9778295,75,0.0002539701706508498,1.7041437255065046,75,1.5098835978835978,1.5549862130037477,0.00043280167278046189,1
1403638534.0778294,10,1403638534.0778294,75,0.00025400082610705537,1.7039380517528167,75,1.191550264550264,1.3889445111467267,0.00043280167278046189,1
1403638534.1778295,0,1403638530.0778294,0,-1,1,0,1,1,0.00042632417399303022,0
1403638534.1778295,1,1403638530.1778295,87,0.00030325169703182965,1.4058426652375262,87,3.5402298850574714,2.213736233516129,0.00042632417399303022,0
1403638534.1778295,2,1403638530.2778294,74,0.00032265593250444262,1.3212965609648606,74,3.3378378378378377,2.1094165658371526,0.00042632417399303022,0
1403638534.1778295,3,1403638530.3778296,67,0.00033065815738620867,1.2893199954994115,67,2.9378109452736312,1.9552628056630477,0.00042632417399303022,0
1403638534.1778295,4,1403638530.4778295,63,0.00032683696997047655,1.3043939736423955,63,2.3095238095238093,1.7325961651569499,0.00042632417399303022,0
1403638534.1778295,5,1403638530.6778295,53,0.00033679919127037187,1.2658111570428046,53,2.0735849056603786,1.6391940100429194,0.00042632417399303022,0
1403638534.1778295,6,1403638530.7778294,49,0.00033973806044403944,1.2548613877285997,49,1.8374149659863948,1.5373520164170702,0.00042632417399303022,0
1403638534.1778295,7,1403638530.9778295,58,0.00029323274962537354,1.4538763986549619,58,2.0131362889983575,1.6204890883976046,0.00042632417399303022,0
1403638534.1778295,8,1403638531.2778294,105,0.00020949544335700511,2.0350045192463839,105,2.500952380952381,2.0672210219169571,0.00042632417399303022,0
1403638534.1778295,9,1403638534.0778294,87,0.00023720388070212328,1.7972900474103166,87,1.6106002554278414,1.6487273527180792,0.00042632417399303022,0
1403638534.1778295,10,1403638534.1778295,87,0.00023744695518847526,1.795450161298688,87,1.2188834154351382,1.4357857738521442,0.00042632417399303022,0
1403638534.1778295,0,1403638530.0778294,0,-1,1,0,1,1,0.00042632417399303022,1
1403638534.1778295,1,1403638530.1778295,83,0.00032460473014813649,1.3133640221400134,83,3.5783132530120483,2.1549751701309234,0.00042632417399303022,1
1403638534.1778295,2,1403638530.2778294,87,0.00030349985617415771,1.4046931664718552,87,3.1609195402298851,2.0513358143459071,0.00042632417399303022,1
1403638534.1778295,3,1403638530.3778296,79,0.0003039105691086201,1.4027948262656784,79,2.7109704641350216,1.9082905814702251,0.00042632417399303022,1
1403638534.1778295,4,1403638530.4778295,80,0.00029241144683915911,1.4579599348842516,80,2.1937500000000001,1.7300706489764148,0.00042632417399303022,1
1403638534.1778295,5,1403638530.6778295,68,0.00030480042342959877,1.3986994151650198,68,2.2345588235294125,1.7381139072681731,0.00042632417399303022,1
1403638534.1778295,6,1403638530.7778294,74,0.00027978618290463064,1.5237499206254559,74,2.3682432432432434,1.8238115985558716,0.00042632417399303022,1
1403638534.1778295,7,1403638530.9778295,67,0.00028693660214849562,1.4857782897017742,67,2.0764392324093812,1.7168855439533435,0.00042632417399303022,1
1403638534.1778295,8,1403638531.2778294,84,0.00024292771742677162,1.7549424928077291,84,2.1847080498866212,1.8287579932554494,0.00042632417399303022,1
1403638534.1778295,9,1403638534.0778294,75,0.00025395621499354858,1.6787310127608432,75,1.5098835978835978,1.5432933591034488,0.00042632417399303022,1
1403638534.1778295,10,1403638534.1778295,75,0.0002542081188309914,1.6770674986838994,75,1.191550264550264,1.3783896393196862,0.00042632417399303022,1
1403638534.2778294,0,1403638530.0778294,0,-1,1,0,1,1,0.00042017051623623452,0
1403638534.2778294,1,1403638530.1778295,87,0.00030325101885711697,1.3855535187309844,87,3.5402298850574714,2.1977038378644567,0.00042017051623623452,0
1403638534.2778294,2,1403638530.2778294,74,0.00032265944752407855,1.30221048681638,74,3.3378378378378377,2.0941326742039594,0.00042017051623623452,0
1403638534.2778294,3,1403638530.3778296,67,0.00033066640966372625,1.2706779520288443,67,2.9378109452736312,1.9410892887193041,0.00042017051623623452,0
